プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZP10	B10	10130795	1000	0014601098	出荷検査	C0960	SN	A00A1201200	SW-V02    (REACH)	15			20250820		0000000000	000000
P100	ZP10	B10	10130795	1030	0014601099	組立小型手直(自責)	CZ030	SNF	A00A1201200	SW-V02    (REACH)	15			20250820		0000000000	000000
P100	ZP10	B10	10130795	1040	0014601100	組立小型手直(他責)	CZ040	SNF	A00A1201200	SW-V02    (REACH)	15			20250820		0000000000	000000
P100	ZP10	B10	10130795	1050	0014601101	検査手直し(自責)	C0970	SNF	A00A1201200	SW-V02    (REACH)	15			20250820		0000000000	000000
P100	ZP10	B10	10130795	1060	0014601102	検査手直し(他責)	C0980	SNF	A00A1201200	SW-V02    (REACH)	15			20250820		0000000000	000000
P100	ZP10	B10	10131638	0010	0014786354	メイン部品払出	CW010	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10		20250711		0000000000	000000
P100	ZP10	B10	10131638	0020	0014786355	部品仕分け	C0931	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10		20250711		0000000000	000000
P100	ZP10	B10	10131638	0027	0015296452	外注加工	C0922	SG	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0028	0014786364	前工程	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0029	0014786365	工程J1	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0030	0014786356	外注加工	C0921	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0031	0014786366	工程J2	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0032	0014786367	工程①	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0033	0014786368	工程②	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0034	0014786369	工程③	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0035	0014786370	工程④	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0036	0014786371	工程⑤	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0037	0014786372	工程⑥	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0038	0014786373	工程（中間検査）	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0039	0014786374	工程（仕上）	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	0040	0014786357	総合組立	C0921	MSN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10	3050	20250711		0000000000	000000
P100	ZP10	B10	10131638	0050	0014786358	製品検査	C0953	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10	320	20250711		0000000000	000000
P100	ZP10	B10	10131638	1000	0014786359	出荷検査	C0960	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	1		20250711		0000000000	000000
P100	ZP10	B10	10131638	1030	0014786360	組立小型手直(自責)	CZ030	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	1040	0014786361	組立小型手直(他責)	CZ040	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	1050	0014786362	検査手直し(自責)	C0970	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131638	1060	0014786363	検査手直し(他責)	C0980	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0010	0014786375	メイン部品払出	CW010	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10		20250711		0000000000	000000
P100	ZP10	B10	10131639	0020	0014786376	部品仕分け	C0931	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10		20250711		0000000000	000000
P100	ZP10	B10	10131639	0027	0015296453	外注加工	C0922	SG	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0028	0014786385	前工程	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0029	0014786386	工程J1	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0030	0014786377	外注加工	C0921	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0031	0014786387	工程J2	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0032	0014786388	工程①	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0033	0014786389	工程②	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0034	0014786390	工程③	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0035	0014786391	工程④	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0036	0014786392	工程⑤	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0037	0014786393	工程⑥	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0038	0014786394	工程（中間検査）	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0039	0014786395	工程（仕上）	C0921	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	0040	0014786378	総合組立	C0921	MSN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10	2275	20250711		0000000000	000000
P100	ZP10	B10	10131639	0050	0014786379	製品検査	C0953	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10	260	20250711		0000000000	000000
P100	ZP10	B10	10131639	1000	0014786380	出荷検査	C0960	SN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	1		20250711		0000000000	000000
P100	ZP10	B10	10131639	1030	0014786381	組立小型手直(自責)	CZ030	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	1040	0014786382	組立小型手直(他責)	CZ040	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	1050	0014786383	検査手直し(自責)	C0970	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131639	1060	0014786384	検査手直し(他責)	C0980	SNF	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10			20250711		0000000000	000000
P100	ZP10	B10	10131775	0010	0014875678	メイン部品払出	CW010	SN	A00A1511801	NW-150AH-5 CQC	20	20		20250819		0000000000	000000
P100	ZP10	B10	10131775	0020	0014875679	部品仕分け	C0931	SN	A00A1511801	NW-150AH-5 CQC	20	20		20250819		0000000000	000000
P100	ZP10	B10	10131775	0023	0014875688	外注加工(スクリーン印刷)	C0921	SG	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B10	10131775	0030	0014875680	外注加工	C0921	SN	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B10	10131775	0040	0014875681	総合組立	C0921	MSN	A00A1511801	NW-150AH-5 CQC	20		130	20250819		0000000000	000000
P100	ZP10	B10	10131775	0050	0014875682	製品検査	C0953	SN	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B10	10131775	1000	0014875683	出荷検査	C0960	SN	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B10	10131775	1030	0014875684	組立小型手直(自責)	CZ030	SNF	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B10	10131775	1040	0014875685	組立小型手直(他責)	CZ040	SNF	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B10	10131775	1050	0014875686	検査手直し(自責)	C0970	SNF	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B10	10131775	1060	0014875687	検査手直し(他責)	C0980	SNF	A00A1511801	NW-150AH-5 CQC	20			20250819		0000000000	000000
P100	ZP10	B82	10131828	0004	0015047165	検査データ確認	C0953	MSN	A00A0207100	#YWE-SR350-AJ0(A)	50		20	20250722		0000000000	000000
P100	ZP10	B82	10131828	0010	0014885699	入庫	C0922	SN	A00A0207100	#YWE-SR350-AJ0(A)	50			20250722		0000000000	000000
P100	ZP10	B82	10131828	0030	0014885700	総合組立	C0922	MSN	A00A0207100	#YWE-SR350-AJ0(A)	50	50		20250722		0000000000	000000
P100	ZP10	B82	10131828	0040	0014885701	製品検査	C0953	SN	A00A0207100	#YWE-SR350-AJ0(A)	50	50	205	20250722		0000000000	000000
P100	ZP10	B82	10131828	1000	0014885706	出荷検査	C0960	SN	A00A0207100	#YWE-SR350-AJ0(A)	50	1	110	20250722		0000000000	000000
P100	ZP10	B82	10131828	1030	0014885702	組立小型手直(自責)	CZ030	SNF	A00A0207100	#YWE-SR350-AJ0(A)	50			20250722		0000000000	000000
P100	ZP10	B82	10131828	1040	0014885703	組立小型手直(他責)	CZ040	SNF	A00A0207100	#YWE-SR350-AJ0(A)	50			20250722		0000000000	000000
P100	ZP10	B82	10131828	1050	0014885704	検査手直し(自責)	C0970	SNF	A00A0207100	#YWE-SR350-AJ0(A)	50			20250722		0000000000	000000
P100	ZP10	B82	10131828	1060	0014885705	検査手直し(他責)	C0980	SNF	A00A0207100	#YWE-SR350-AJ0(A)	50			20250722		0000000000	000000
P100	ZP10	BX0	10131866	0010	0014908593	メイン部品払出	CW010	SN	A00A1245300	HKD-10RE CABLE	10	10		20250714		0000000000	000000
P100	ZP10	BX0	10131866	0020	0014908594	部品仕分け	C0931	SN	A00A1245300	HKD-10RE CABLE	10	10		20250714		0000000000	000000
P100	ZP10	BX0	10131866	0030	0014908595	外注加工	C0922	SN	A00A1245300	HKD-10RE CABLE	10	10		20250714		0000000000	000000
P100	ZP10	BX0	10131866	0035	0015678154	ケーブル加工	C0922	SG	A00A1245300	HKD-10RE CABLE	10			20250714		0000000000	000000
P100	ZP10	BX0	10131866	0040	0014908596	総合組立	C0922	MSN	A00A1245300	HKD-10RE CABLE	10	10	5	20250714		0000000000	000000
P100	ZP10	BX0	10131866	0050	0014908597	製品検査	C0953	SN	A00A1245300	HKD-10RE CABLE	10	10	150	20250714		0000000000	000000
P100	ZP10	BX0	10131866	1000	0014908598	出荷検査	C0960	SN	A00A1245300	HKD-10RE CABLE	10			20250714		0000000000	000000
P100	ZP10	BX0	10131866	1030	0014908599	組立小型手直(自責)	CZ030	SNF	A00A1245300	HKD-10RE CABLE	10			20250714		0000000000	000000
P100	ZP10	BX0	10131866	1040	0014908600	組立小型手直(他責)	CZ040	SNF	A00A1245300	HKD-10RE CABLE	10			20250714		0000000000	000000
P100	ZP10	BX0	10131866	1050	0014908601	検査手直し(自責)	C0970	SNF	A00A1245300	HKD-10RE CABLE	10			20250714		0000000000	000000
P100	ZP10	BX0	10131866	1060	0014908602	検査手直し(他責)	C0980	SNF	A00A1245300	HKD-10RE CABLE	10			20250714		0000000000	000000
P100	ZP10	B50	10132062	0010	0014969269	メイン部品払出	CW010	SN	A6A063100	KSX-450ET-1          STD	5	5		20250715		0000000000	000000
P100	ZP10	B50	10132062	0020	0014969270	部品仕分け	C0931	SN	A6A063100	KSX-450ET-1          STD	5	5		20250715		0000000000	000000
P100	ZP10	B50	10132062	0022	0014969280	外注加工(スクリーン印刷)	C0922	SG	A6A063100	KSX-450ET-1          STD	5			20250715		0000000000	000000
P100	ZP10	B50	10132062	0025	0014969271	外注加工	C0922	SN	A6A063100	KSX-450ET-1          STD	5			20250715		0000000000	000000
P100	ZP10	B50	10132062	0030	0014969272	外注加工	C0922	SN	A6A063100	KSX-450ET-1          STD	5			20250715		0000000000	000000
P100	ZP10	B50	10132062	0040	0014969273	総合組立	C0922	MSN	A6A063100	KSX-450ET-1          STD	5	5	2800	20250715		0000000000	000000
P100	ZP10	B50	10132062	0050	0014969274	製品検査	C0953	SN	A6A063100	KSX-450ET-1          STD	5	5	950	20250715		0000000000	000000
P100	ZP10	B50	10132062	1000	0014969277	出荷検査	C0960	SN	A6A063100	KSX-450ET-1          STD	5	1	60	20250715		0000000000	000000
P100	ZP10	B50	10132062	1030	0014969275	組立小型手直(自責)	CZ030	SNF	A6A063100	KSX-450ET-1          STD	5			20250715		0000000000	000000
P100	ZP10	B50	10132062	1040	0014969276	組立小型手直(他責)	CZ040	SNF	A6A063100	KSX-450ET-1          STD	5			20250715		0000000000	000000
P100	ZP10	B50	10132062	1050	0014969278	検査手直し(自責)	C0970	SNF	A6A063100	KSX-450ET-1          STD	5			20250715		0000000000	000000
P100	ZP10	B50	10132062	1060	0014969279	検査手直し(他責)	C0980	SNF	A6A063100	KSX-450ET-1          STD	5			20250715		0000000000	000000
P100	ZP10	B10	10132277	0010	0015024228	メイン部品払出	CW010	SN	A00A0600101	SAC-I	10	10		20250711		0000000000	000000
P100	ZP10	B10	10132277	0020	0015024229	部品仕分け	C0931	SN	A00A0600101	SAC-I	10	10		20250711		0000000000	000000
P100	ZP10	B10	10132277	0021	0015024238	前工程	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0022	0015024239	工程J1	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0023	0015024240	工程J2	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0024	0015024241	工程①	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0025	0015024242	工程②	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0026	0015024243	工程③	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0027	0015024244	工程④	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0028	0015024245	工程⑤	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0029	0015024246	工程⑥	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0030	0015024230	外注加工	C0921	SN	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0031	0015024247	工程（中間検査）	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0032	0015024248	工程（仕上げ）	C0921	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	0033	0015024249	付属品(開梱不要）	C0921	SNF	A00A0600101	SAC-I	10		250	20250711		0000000000	000000
P100	ZP10	B10	10132277	0040	0015024231	総合組立	C0921	MSN	A00A0600101	SAC-I	10	10	10020	20250711		0000000000	000000
P100	ZP10	B10	10132277	0050	0015024232	製品検査	C0953	SN	A00A0600101	SAC-I	10	10	2520	20250711		0000000000	000000
P100	ZP10	B10	10132277	1000	0015024235	出荷検査	C0960	SN	A00A0600101	SAC-I	10	1	40	20250711		0000000000	000000
P100	ZP10	B10	10132277	1030	0015024233	組立小型手直(自責)	CZ030	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	1040	0015024234	組立小型手直(他責)	CZ040	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	1050	0015024236	検査手直し(自責)	C0970	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132277	1060	0015024237	検査手直し(他責)	C0980	SNF	A00A0600101	SAC-I	10			20250711		0000000000	000000
P100	ZP10	B10	10132310	0010	0015025607	メイン部品払出	CW010	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10		20250714		0000000000	000000
P100	ZP10	B10	10132310	0020	0015025608	部品仕分け	C0931	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10		20250714		0000000000	000000
P100	ZP10	B10	10132310	0027	0015555438	外注加工	C0922	SG	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0028	0015025617	前工程	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0029	0015025618	工程J1	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0030	0015025609	外注加工	C0921	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0031	0015025619	工程J2	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0032	0015025620	工程①	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0033	0015025621	工程②	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0034	0015025622	工程③	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0035	0015025623	工程④	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0036	0015025624	工程⑤	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0037	0015025625	工程⑥	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10		90	20250714		0000000000	000000
P100	ZP10	B10	10132310	0038	0015025626	工程（中間検査）	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0039	0015025627	工程（仕上）	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	0040	0015025610	総合組立	C0921	MSN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10	2729	20250714		0000000000	000000
P100	ZP10	B10	10132310	0050	0015025611	製品検査	C0953	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10	250	20250714		0000000000	000000
P100	ZP10	B10	10132310	1000	0015025612	出荷検査	C0960	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	1		20250714		0000000000	000000
P100	ZP10	B10	10132310	1030	0015025613	組立小型手直(自責)	CZ030	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	1040	0015025614	組立小型手直(他責)	CZ040	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	1050	0015025615	検査手直し(自責)	C0970	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132310	1060	0015025616	検査手直し(他責)	C0980	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0010	0015025649	メイン部品払出	CW010	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10		20250714		0000000000	000000
P100	ZP10	B10	10132311	0020	0015025650	部品仕分け	C0931	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10		20250714		0000000000	000000
P100	ZP10	B10	10132311	0027	0015555439	外注加工	C0922	SG	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0028	0015025659	前工程	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0029	0015025660	工程J1	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0030	0015025651	外注加工	C0921	SN	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0031	0015025661	工程J2	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0032	0015025662	工程①	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0033	0015025663	工程②	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0034	0015025664	工程③	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0035	0015025665	工程④	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0036	0015025666	工程⑤	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10			20250714		0000000000	000000
P100	ZP10	B10	10132311	0037	0015025667	工程⑥	C0921	SNF	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10		200	20250714		0000000000	000000
