MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983067	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983068	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983069	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983070	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983071	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983072	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983073	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983074	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983075	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983076	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983077	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983078	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983079	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983080	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983081	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983082	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983083	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983084	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983085	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983086	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983087	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983088	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983089	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983090	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983091	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983092	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983093	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983094	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983095	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983096	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983097	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983098	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983099	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983100	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983101	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983102	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983103	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983104	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983105	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983106	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983107	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983108	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983109	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983110	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983111	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983112	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983113	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983114	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983115	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983116	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983117	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983118	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983119	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983120	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983121	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983122	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983123	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983124	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983125	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983126	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983127	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983128	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983129	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983130	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983131	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983132	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983133	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983134	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983135	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983136	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983137	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983138	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983139	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983140	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983141	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983142	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983143	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983144	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983145	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983146	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983147	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983148	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983149	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983150	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983151	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983152	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983153	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983154	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983155	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983156	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983157	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983158	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983159	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983160	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983161	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983162	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983163	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983164	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983165	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983166	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983167	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983168	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983169	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983170	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983171	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983172	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983173	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983174	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983175	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983176	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983177	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983178	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983179	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983180	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983181	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983182	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983183	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983184	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983185	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983186	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983187	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983188	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983189	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983190	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983191	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911			5002983192	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523		000010132690		U1A012600	UF-DP	150	1.000	PC	P100	1911		X	5002983193	0001	101	F	S	4611.00000	4611.00000	5000.00000	5000.00000
B10	20250523	I-0329548-90	000040159725		A00A2038400	FC-6K-20-S3-03 G1J-OMT3	2	1.000	PC	P100	1911	X		4908198932	0001	581		S	894032.00000	894032.00000	1950000.00000	1950000.00000
